qpu_access_time	charge_time	run_time	energy	
0.031919	5.0	5.100942	130.0	
0.03197	5.0	5.114505	130.0	
0.03201	5.0	5.122227	130.0	
0.03197	5.0	5.142554	130.0	
0.031968	5.0	5.137974	130.0	
0.031968	5.0	5.147415	130.0	
0.015981	5.0	5.001239	130.0	
0.015968	5.0	5.130277	130.0	
0.03191	4.715327	4.715327	130.0	
0.031969	4.80258	4.80258	130.0	
0.031969	5.0	5.124377	130.0	
