qpu_access_time	charge_time	run_time	energy	
0.031871	5.0	5.137295	88.0	
0.031961	5.0	5.14032	88.0	
0.031896	5.0	5.085988	88.0	
0.031896	5.0	5.054725	88.0	
0.031978	5.0	5.052736	88.0	
0.031977	5.0	5.068952	88.0	
0.031912	4.713403	4.713403	88.0	
0.03197	5.0	5.066686	88.0	
0.031837	5.0	5.124174	88.0	
0.031975	5.0	5.07157	88.0	
0.031976	5.0	5.066796	88.0	
