qpu_access_time	charge_time	run_time	energy	
0.016048	12.895148	14.762227	55494.0	
0.016051	12.895148	16.353948	53612.0	
0.016048	12.895148	14.866206	0.0	
0.016048	12.895148	17.478001	0.0	
0.032069	12.895148	14.763775	54754.0	
0.016051	12.895148	19.050286	0.0	
0.01605	12.895148	18.446086	53216.0	
0.016054	12.895148	16.987272	0.0	
0.016039	12.895148	17.140253	0.0	
0.016046	12.895148	18.822005	55022.0	
0.016049	12.895148	17.321345	53944.0	
